BlobID, InImage_ID, Source_folder, Source_filename, Out_folder, Out_filename, Center_x, Center_y, Area, Eccentricity, Majoraxis_length, Minoraxis_length, Min_max_ratio, Equi_diameter, Orientation, Extent, Perimeter, Band_1_W_450.00, Band_2_W_454.00, Band_3_W_458.00, Band_4_W_462.00, Band_5_W_466.00, Band_6_W_470.00, Band_7_W_474.00, Band_8_W_478.00, Band_9_W_482.00, Band_10_W_486.00, Band_11_W_490.00, Band_12_W_494.00, Band_13_W_498.00, Band_14_W_502.00, Band_15_W_506.00, Band_16_W_510.00, Band_17_W_514.00, Band_18_W_518.00, Band_19_W_522.00, Band_20_W_526.00, Band_21_W_530.00, Band_22_W_534.00, Band_23_W_538.00, Band_24_W_542.00, Band_25_W_546.00, Band_26_W_550.00, Band_27_W_554.00, Band_28_W_558.00, Band_29_W_562.00, Band_30_W_566.00, Band_31_W_570.00, Band_32_W_574.00, Band_33_W_578.00, Band_34_W_582.00, Band_35_W_586.00, Band_36_W_590.00, Band_37_W_594.00, Band_38_W_598.00, Band_39_W_602.00, Band_40_W_606.00, Band_41_W_610.00, Band_42_W_614.00, Band_43_W_618.00, Band_44_W_622.00, Band_45_W_626.00, Band_46_W_630.00, Band_47_W_634.00, Band_48_W_638.00, Band_49_W_642.00, Band_50_W_646.00, Band_51_W_650.00, Band_52_W_654.00, Band_53_W_658.00, Band_54_W_662.00, Band_55_W_666.00, Band_56_W_670.00, Band_57_W_674.00, Band_58_W_678.00, Band_59_W_682.00, Band_60_W_686.00, Band_61_W_690.00, Band_62_W_694.00, Band_63_W_698.00, Band_64_W_702.00, Band_65_W_706.00, Band_66_W_710.00, Band_67_W_714.00, Band_68_W_718.00, Band_69_W_722.00, Band_70_W_726.00, Band_71_W_730.00, Band_72_W_734.00, Band_73_W_738.00, Band_74_W_742.00, Band_75_W_746.00, Band_76_W_750.00, Band_77_W_754.00, Band_78_W_758.00, Band_79_W_762.00, Band_80_W_766.00, Band_81_W_770.00, Band_82_W_774.00, Band_83_W_778.00, Band_84_W_782.00, Band_85_W_786.00, Band_86_W_790.00, Band_87_W_794.00, Band_88_W_798.00, Band_89_W_800.00, Species, Class_label
257,11,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0011.tif,297.7728882,781.1259766,464,0.666769591,27.22215652,20.28769112,0.745263921,24.30603112,1.286659143,0.781144781,80.76955175,857.6637931,784.7025862,1388.659483,1466.512931,1441.209052,1585.036638,1696.810345,1682.721983,1551.903017,1488.450431,1524.519397,1636.37931,1751.215517,1452.512931,1290.103448,1254.771552,1268.418103,1575.963362,1835.74569,1821.469828,2005.133621,2199.099138,2284.588362,2664.323276,12333.74353,3769.351293,2509.321121,2277.084052,2073.769397,1906.465517,1932.540948,2238.989224,2148.060345,1752.549569,2787.109914,3606.049569,6339.318966,6720.303879,6658.150862,5982.303879,5304.353448,4756.176724,4272.30819,3841.092672,3614.008621,3524.359914,3407.465517,3303.741379,3171.077586,3043.885776,2710.530172,2547.125,2344.762931,2010.038793,1925.963362,1995.801724,1823.717672,1622.553879,1575.064655,1766.642241,1805.842672,1691.978448,1656.575431,1734.532328,1657.202586,1560.168103,1444.909483,1275.806034,1217.359914,1085.508621,968.762931,888.7564655,826.6357759,801.299569,777.0064655,768.4073276,756.1443966,753.9892241,754.8706897,758.7564655,744.0862069,715.9784483,710.112069,705.1228448,695.237069,691.375,683.3965517,677.7090517,673.7456897,2,2
258,12,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0012.tif,181.8510895,753.5195313,345,0.51810284,21.78377151,18.6320591,0.855318331,20.95871282,1.378994,0.75,70.76955199,842.4463768,788.2463768,1435.889855,1512.231884,1480.982609,1640.014493,1769.828986,1773.4,1647.449275,1564.6,1592.066667,1715.736232,1820.24058,1488.028986,1340.121739,1297.637681,1299.365217,1610.118841,1877.753623,1857.046377,2085.17971,2298.852174,2374.382609,2835.121739,12483.57391,3845.831884,2557.17971,2327.231884,2119.771014,1967.263768,1997.472464,2298.489855,2207.342029,1791.782609,2822.313043,3811.944928,6513.504348,6911.315942,6880.672464,6176.414493,5501.388406,4924.521739,4427.782609,3921.834783,3691.886957,3580.869565,3462.185507,3322.194203,3229.028986,3103.852174,2742.585507,2570.715942,2389.542029,2017.562319,1941.211594,2016.313043,1828.446377,1603.736232,1556.565217,1736.565217,1752.802899,1653.017391,1596.417391,1670.507246,1620.837681,1517.768116,1404.617391,1219.133333,1160.562319,1026.298551,923.8144928,842.4,778.8347826,756.8405797,734.2,716.1623188,718.1391304,717.8405797,720.1246377,722.3362319,707.3304348,683.9826087,682.7014493,678.5710145,667.884058,669.4347826,662.6144928,656.7362319,655.7333333,2,2
259,13,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0013.tif,132.0340118,755.7484741,755,0.685197889,36.25505829,26.40662384,0.728356955,31.00477151,0.828398361,0.740196078,105.2548332,858.018543,796.1761589,1564.927152,1631.615894,1574.392053,1721.788079,1834.605298,1819.674172,1690.398675,1592.695364,1628.423841,1746.284768,1841.886093,1504.827815,1337.129801,1300.52053,1314.915232,1646.668874,1880.639735,1861.572185,2087.715232,2294.145695,2424.219868,2969.292715,12336.99338,3795.509934,2574.49404,2336.092715,2123.846358,1968.027815,2006.157616,2313.474172,2183.988079,1788.410596,2761.849007,3952.180132,6522.292715,6897.831788,6858.818543,6130.384106,5436.786755,4886.516556,4390.6,3884.137748,3642.84106,3537.634437,3423.272848,3309.81457,3189.135099,3044.949669,2726.190728,2596.509934,2368.75894,2025.133775,1950.390728,2018.822517,1812.25298,1603.45298,1565.131126,1727.764238,1753.703311,1656.838411,1623.411921,1701.727152,1645.923179,1546.915232,1422.054305,1246.47947,1186.230464,1061.90596,939.4781457,865.8039735,805.1880795,766.6410596,752.2291391,739.2966887,722.8092715,721.3668874,730.3629139,732.592053,722.605298,696.0847682,690.1072848,686.6225166,679.3629139,676.7589404,669.6039735,660.4940397,660.781457,2,2
260,14,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0014.tif,498.7697449,710.7598877,264,0.789712218,22.39983559,13.74179459,0.613477475,18.33399138,2.55394006,0.698412698,61.94112492,883.0568182,799.3522727,1252.560606,1352.087121,1354.662879,1479.920455,1588.121212,1563.450758,1454.57197,1413.492424,1456.106061,1575.401515,1703.462121,1386.905303,1243.67803,1225.159091,1214.625,1538.606061,1833.935606,1804.981061,1971.034091,2153.772727,2196.969697,2510.19697,11623.97727,3851.882576,2565.69697,2297.075758,2073.799242,1861.215909,1861.916667,2114.056818,2101.939394,1746.003788,2848.962121,3447.238636,6247.965909,6602.92803,6496.643939,5798.079545,5140.575758,4617.356061,4106.208333,3743.818182,3534.439394,3438.359848,3308.962121,3175.477273,3034.371212,2876.30303,2514.753788,2372.69697,2166.734848,1848.299242,1780.829545,1795.632576,1653.890152,1485.215909,1473.386364,1623.136364,1644.651515,1554.950758,1502.704545,1540.984848,1480.045455,1372.162879,1269.829545,1133.886364,1092.117424,989.5795455,891.3295455,828.3674242,784.125,756.6628788,736.0833333,725.0719697,715.0454545,709.2916667,707.3560606,710.1780303,711.2954545,682.6969697,678.3106061,678.2954545,671.3068182,669.9545455,666.7083333,658.9356061,658.3030303,2,2
261,15,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0015.tif,501.7454834,685.8252563,473,0.790727733,30.35043526,18.57956505,0.612167993,24.5406256,2.216182924,0.675714286,83.25483274,899.9196617,794.1987315,1303.805497,1405.904863,1385.915433,1506.093023,1597.131078,1566.41649,1451.638478,1401.016913,1444.837209,1562.634249,1657.638478,1368.731501,1215.84778,1184.097252,1202.610994,1503.682875,1776.589852,1753.663848,1897.412262,2053.484144,2141.446089,2409.708245,11955.53488,3668.241015,2425.79704,2209.295983,1978.331924,1785.099366,1806.716702,2035.731501,2020.549683,1691.852008,2740.7463,3352.114165,6056.486258,6410.012685,6336.469345,5618.35518,4964.414376,4451.953488,4010.528541,3610.997886,3453.418605,3390.154334,3269.291755,3155.099366,3037.245243,2894.606765,2539.625793,2386.331924,2189.131078,1908.230444,1818.828753,1891.839323,1734.723044,1564.564482,1517.473573,1688.983087,1740.503171,1635.082452,1592.427061,1641.486258,1559.40592,1464.365751,1359.970402,1204.078224,1149.826638,1040.167019,935.2896406,860.6363636,801.845666,767.1120507,749.7632135,740.2410148,722.3509514,719.589852,724.8752643,729.1564482,722.4587738,694.2642706,689.4989429,684.2219873,677.9767442,678,673.4735729,667.9978858,668.2600423,2,2
262,16,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0016.tif,94.89620209,664.0802612,377,0.599642208,23.61046028,18.894701,0.800268219,21.90916038,0.981501761,0.780538302,71.9411248,811.7241379,766.5782493,1411.612732,1488.822281,1452.95756,1614.814324,1735.928382,1715.474801,1575.546419,1507.135279,1544.34748,1678.28382,1764.103448,1440.986737,1298.323607,1254.411141,1268.819629,1589.546419,1821.265252,1810.350133,2030.018568,2195.005305,2303.206897,2776.72679,11936.54111,3699.180371,2513.790451,2304.851459,2078.748011,1931.586207,1956.376658,2266.047745,2143.318302,1766.596817,2773.352785,3946.34748,6622.490716,6962.655172,6935.254642,6207.557029,5495.04244,4925.074271,4420.493369,3936.249337,3685.530504,3578.392573,3476.222812,3391.575597,3236.445623,3126.496021,2753.859416,2597.151194,2371.262599,2014.575597,1950.742706,2024.082228,1838.270557,1608.564987,1585.230769,1736.952255,1764.06366,1661.570292,1614,1689.671088,1626.633952,1523.440318,1395.710875,1231.140584,1162.787798,1032.005305,920.4668435,843.8275862,778.7904509,741.1909814,732.5702918,721.005305,704.938992,704.9575597,710.9602122,715.8143236,700.6180371,669.8143236,671.6604775,665.33687,657.4668435,657.8859416,652.8912467,645.4456233,649.1140584,2,2
263,17,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0017.tif,733.4006958,641.2802734,355,0.742930879,24.93308258,16.68941116,0.669368142,21.26029253,1.576330109,0.758547009,71.94112492,785.515493,736.4676056,1191.707042,1246.419718,1235.04507,1340.909859,1452.619718,1446.650704,1383.766197,1318.540845,1359.597183,1443.701408,1539.805634,1296.867606,1171.749296,1145.059155,1159.523944,1413.532394,1609.667606,1598.794366,1790.653521,1951.138028,2034.250704,2389.630986,11127.57746,3273.923944,2204.422535,2020.36338,1851.909859,1736.825352,1753.35493,2056.377465,1963.225352,1611.529577,2491.608451,3328.214085,5674.923944,6012.177465,6048.997183,5425.495775,4887.738028,4339.253521,3912.769014,3493.907042,3271.983099,3170.107042,3077.605634,2957.261972,2884.76338,2770.160563,2493.501408,2352.757746,2188.397183,1860.943662,1810.219718,1850.628169,1687.929577,1500.594366,1455.88169,1599.464789,1639.985915,1535.670423,1515.225352,1579.31831,1529.760563,1438.921127,1329.323944,1178.6,1121.174648,999.0197183,891.9408451,827.6140845,768.0112676,738.9211268,725.4873239,712.115493,704.5774648,697.5042254,708.2816901,704.371831,698.1408451,673.5633803,669.8704225,669.5887324,659.256338,658.3098592,652.4535211,647.6338028,647.4366197,2,2
264,18,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0018.tif,392.4537354,616.4425659,315,0.711212672,23.08070755,16.22520447,0.70297691,20.02674353,3.042492701,0.8203125,65.45584369,903.831746,798.3650794,1294.831746,1384.955556,1389.104762,1541.387302,1661.038095,1620.863492,1525.352381,1464.015873,1493.993651,1627.193651,1741.085714,1442.44127,1267.365079,1238.11746,1247.409524,1554.022222,1861.698413,1829.320635,2009.692063,2205.136508,2280.838095,2596.038095,12137.59683,3972.669841,2583.777778,2299.425397,2089.32381,1865.307937,1892.209524,2150.55873,2136.730159,1748.952381,2835.806349,3378.314286,6308.393651,6692.987302,6632.260317,5928.68254,5193.526984,4644.768254,4189.533333,3786.377778,3549.092063,3438.561905,3308.987302,3193.974603,3067.2,2916.904762,2560.31746,2426.603175,2204.990476,1872.679365,1797.301587,1866.933333,1696.250794,1533.6,1484.187302,1626.838095,1672.526984,1581.838095,1515.987302,1580.660317,1516.688889,1403.190476,1315.025397,1159.822222,1099.704762,990.9968254,888.8222222,824.5873016,766.6730159,739.5238095,728.7492063,715.0666667,702.8761905,697.0920635,699.1555556,701.047619,695.6730159,674.9650794,672.8761905,671.4793651,663.4253968,669.5428571,660.3873016,651.9746032,652.7333333,2,2
265,19,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0019.tif,473.5117188,626.4181519,719,0.933095548,49.3802681,17.75855446,0.359628555,30.25655685,0.182459258,0.710474308,117.5979791,907.3477051,792.2726008,1301.752434,1405.872045,1377.603616,1499.428373,1610.642559,1555.499305,1445.216968,1384.368567,1423.979138,1522.789986,1633.856745,1354.709318,1197.107093,1174.432545,1181.417246,1451.072323,1719.446453,1687.557719,1844.909597,1980.421419,2076.599444,2321.916551,11549.71627,3524.89847,2312.709318,2079.011127,1875.058414,1705.636996,1710.859527,1946.282337,1925.178025,1589.159944,2544.734353,3003.50904,5567.497914,5932.35605,5877.273992,5241.579972,4635.119611,4171.920723,3732.214186,3383.335188,3191.299026,3111.226704,3012.783032,2920.310153,2805.503477,2663.901252,2359.396384,2220.095967,2059.214186,1760.550765,1692.831711,1759.290682,1613.613352,1456.015299,1406.436718,1563.520167,1603.276773,1522.318498,1485.45758,1522.2879,1467.969402,1372.023644,1288.01669,1140.771905,1106.229485,1002.655076,905.9721836,833.1154381,786.3337969,757.349096,734.472879,728.9207232,714.9026426,709.713491,716.3685675,721.9360223,714.5159944,687.0625869,683.3198887,684.6662031,670.7691238,671.3198887,667.4381085,660.1293463,660.8331015,2,2
266,20,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0020.tif,762.0490112,600.5089111,494,0.746248741,29.89510155,19.90018845,0.665667197,25.07948036,1.274126573,0.774294671,85.35533845,800.0445344,738.3866397,1245.995951,1309.617409,1280.51417,1385.261134,1485.206478,1484.510121,1397.026316,1331.831984,1360.006073,1453.516194,1536.631579,1291.8583,1173.279352,1147.550607,1150.421053,1394.888664,1589.176113,1567.285425,1752.773279,1916.92915,1990.647773,2356.878543,10613.93927,3198.991903,2163.463563,1971.771255,1818.779352,1694.676113,1724.412955,1992.795547,1903.933198,1568.417004,2392.880567,3245.228745,5432.686235,5750.074899,5686.147773,5165.947368,4585.321862,4117.965587,3701.761134,3314.078947,3110.463563,3029.87247,2934.805668,2836.3583,2739.538462,2636.465587,2359.291498,2231.368421,2072.933198,1786.955466,1717.819838,1765.65587,1618.251012,1447.238866,1387.159919,1537.823887,1575.465587,1494.423077,1456.787449,1517.6417,1474.12753,1385.115385,1284.649798,1136.244939,1083.720648,960.9230769,864.0161943,794.7813765,747.208502,720.6659919,703.3522267,693.9412955,686.5242915,678.062753,687.5728745,690.7246964,682.0101215,661.7307692,659.2753036,657.7287449,650.5303644,654.0526316,644.437247,641.9392713,642.902834,2,2
267,21,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0021.tif,416.6455688,600.2645264,390,0.786126161,27.4522934,16.96733093,0.618066064,22.28370307,0.166625051,0.802469136,74.52691114,874.7076923,775.8358974,1244.805128,1325.751282,1307.082051,1444.476923,1541.846154,1506.141026,1401.379487,1349.371795,1399.035897,1484.358974,1594.102564,1330.579487,1175.776923,1157.55641,1157.002564,1428.292308,1686.320513,1648.502564,1815.284615,1962.312821,2034.884615,2295.646154,11351.11026,3468.392308,2246.684615,2049.802564,1861.151282,1691.997436,1710.661538,1952.389744,1926.8,1596.241026,2557.723077,2996.033333,5591.892308,5934.217949,5903.010256,5246.112821,4624.915385,4109.494872,3709.807692,3360.24359,3151.779487,3096.169231,2989.715385,2895.630769,2795.805128,2661.587179,2356.361538,2195.102564,2048.346154,1729.220513,1676.130769,1757.446154,1593.428205,1435.551282,1403.533333,1530.602564,1578.297436,1492.869231,1447.976923,1506.630769,1453.005128,1357.158974,1253.75641,1114.666667,1079.420513,972.2923077,875.3435897,811.2564103,765.3358974,738,718.6923077,715.4769231,706.5641026,703.574359,699.3333333,706.5589744,698.1512821,678.2871795,674.8769231,672.7794872,668.2717949,668.6615385,662.2564103,653.7897436,656.3153846,2,2
268,22,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0022.tif,294.2813416,592.6400757,411,0.736839641,26.82140732,18.13308334,0.676067558,22.87578311,1.934605038,0.752747253,77.01219237,920.1216545,792.8515815,1427.520681,1531.781022,1526.978102,1692.340633,1831.746959,1778.552311,1641.6618,1563.36983,1619.941606,1748.484185,1862.231144,1525.625304,1336.248175,1298.114355,1310.861314,1664.304136,1974.437956,1951.513382,2158.635036,2347.603406,2422.060827,2761.790754,12585.21898,4174.060827,2705.021898,2446.605839,2177.396594,1967.871046,1998.851582,2287.50365,2224.145985,1832.233577,3013.982968,3692.090024,6798.126521,7172.905109,7163.068127,6361.326034,5635.284672,5022.690998,4564.442822,4122.632603,3889.26764,3744.3382,3604.817518,3476.639903,3389.177616,3226.087591,2801.608273,2647.863747,2420.79562,2059.272506,1969.798054,2048.379562,1844.082725,1652.109489,1630.545012,1790.717762,1831.021898,1730.89781,1681.647202,1752.394161,1677.569343,1576.163017,1446.051095,1260.384428,1212.367397,1076.167883,950.3917275,874.9002433,809.9537713,772.4111922,748.6399027,738.350365,726.7080292,717.729927,726.4257908,728.703163,710.0875912,689.8321168,681.5352798,677.9051095,672.5985401,670.5766423,663.4111922,655.0632603,658.649635,2,2
269,23,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0023.tif,336.3078613,559.2415161,356,0.648630771,23.49853325,17.88480949,0.761103227,21.29021554,0.098508789,0.712,72.18376529,950.0505618,817.6432584,1349.410112,1449.80618,1435.660112,1602.744382,1726.705056,1687.140449,1549.47191,1495.078652,1530.679775,1675.870787,1783.412921,1484.957865,1289.44382,1262.241573,1275.373596,1592.783708,1933.171348,1885.522472,2112.623596,2323.525281,2386.741573,2644.848315,12480.7809,4108.280899,2665.671348,2401.36236,2164.255618,1931.191011,1941.997191,2230.935393,2194.674157,1811.573034,2979.014045,3547.497191,6656.929775,7081.300562,7036.786517,6286.367978,5577.744382,4965.283708,4470.988764,4034.393258,3799.342697,3688.039326,3559.126404,3428.418539,3278.632022,3126.469101,2735.75,2581.117978,2360.544944,1980.567416,1908.042135,1986.901685,1807.676966,1625.269663,1567.244382,1746.657303,1794.794944,1687.575843,1630.733146,1683.160112,1622.828652,1513.884831,1384.073034,1228.401685,1170.688202,1048.339888,929.2050562,839.1769663,783.3230337,746.4634831,730.0477528,718.3511236,708.5224719,695.1797753,704.9101124,706.1123596,701.5955056,676.3848315,674.7949438,671.4578652,666.5617978,665.0393258,659.755618,656.8848315,656.5,2,2
270,24,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0024.tif,343.7236328,530.0354004,380,0.864828642,30.04853439,15.08638191,0.502067146,21.99615937,2.945484661,0.703703704,78.18376541,902.0394737,801,1252.852632,1351.097368,1343.194737,1465.286842,1561.013158,1526.076316,1404.357895,1339.244737,1387.607895,1475.615789,1569.734211,1307.228947,1153.394737,1136.847368,1135.415789,1393.039474,1643.771053,1611.492105,1782.252632,1947.547368,2016.928947,2226.605263,10735.1,3299.065789,2201.707895,1973.594737,1803.857895,1624.642105,1621.394737,1836.523684,1819.623684,1510.268421,2384.465789,2807.076316,5117.826316,5442.765789,5366.610526,4819.139474,4279.178947,3814.542105,3476.342105,3141.410526,2962.126316,2877.257895,2776.097368,2666.084211,2541.810526,2426.681579,2118.960526,2017.723684,1849.560526,1596.202632,1533.742105,1593.092105,1464.102632,1321.128947,1274.923684,1421.802632,1445.044737,1360.607895,1339.492105,1369.073684,1313.044737,1243.15,1158.773684,1041.2,998.9973684,913.6684211,827.3210526,773.4131579,732.5157895,708.2447368,694.5526316,685.5421053,673.0526316,676.4210526,680.5184211,679.4578947,673.8447368,656.2342105,651.2947368,653.3473684,649.5842105,645.7184211,642.6105263,640.7631579,638.4210526,2,2
271,25,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0025.tif,497.9425354,504.152771,604,0.888606814,39.74565506,18.23012924,0.458669739,27.73151069,1.083893381,0.639153439,98.91168714,901.9188742,771.2665563,1340.864238,1471.119205,1459.612583,1603.981788,1678.731788,1625.458609,1497.710265,1444.604305,1499.114238,1630.471854,1733.183775,1414.054636,1238.801325,1206.566225,1219.301325,1537.084437,1832.350993,1780.264901,1933.922185,2089.645695,2128.122517,2403.761589,12088.46192,3830.503311,2488.187086,2227.61755,1992.228477,1772.990066,1793.17053,2040.798013,2038.137417,1691.301325,2792.653974,3297.847682,6205.59106,6484.261589,6386.258278,5646.928808,4999.807947,4427.556291,4029.539735,3660.370861,3489.720199,3374.357616,3300.34106,3184.221854,3055.451987,2907.610927,2530.615894,2372.773179,2176.109272,1871.713576,1793.622517,1867.607616,1711.271523,1541.07947,1514.130795,1685.604305,1729.844371,1631.354305,1585.362583,1627.051325,1545.451987,1456.331126,1351.980132,1199.976821,1139.706954,1028.907285,924.781457,853.0960265,796.3708609,766.7996689,744.3046358,736.7218543,720.6274834,712.3476821,717.6556291,719.9884106,708.4983444,680.1456954,677.8758278,674.8990066,669.0927152,668.4188742,662.4437086,659.2649007,656.8890728,2,2
272,26,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0026.tif,126.0521393,478.0557251,521,0.627227361,28.74118805,22.38467789,0.778836207,25.7557334,0.60108651,0.665389527,93.74011433,847.1017274,765.7658349,1304.456814,1393.52975,1366.988484,1505.727447,1595.723608,1538.587332,1434.40691,1362.792706,1401.395393,1499.59309,1589.211132,1313.358925,1174.614203,1135.788868,1161.180422,1430.314779,1655.710173,1625.360845,1789.31286,1945.884837,2009.078695,2351.950096,10351.23033,3226.476008,2230.49904,2035.708253,1832.56238,1685.879079,1695.93666,1946.806142,1858.545106,1563.698656,2486.163148,3311.059501,5659.581574,6009.456814,5980.721689,5336.667946,4746.178503,4277.861804,3900.245681,3555.771593,3387.378119,3328.46833,3204.262956,3102.589251,2963.886756,2829.627639,2464.577735,2315.823417,2114.952015,1811.535509,1741.712092,1801.46833,1659.727447,1494.729367,1457.441459,1628.727447,1651.1881,1561.15739,1530.570058,1582.859885,1528.573896,1430.166987,1326.506718,1176.833013,1125.516315,1007.673704,887.9712092,839.5047985,783.1727447,744.7274472,726.074856,718.059501,696.2053743,687.9366603,698.0230326,698.2360845,683.1439539,663.0307102,654.5796545,652.2667946,648.378119,645.6641075,641.7024952,637.2476008,634.6545106,2,2
273,27,F:\FromTelework\data\processed\AOTF_deadlive_Hali\classification\image,005__Dead____LI_Dead_Hali_032117_250-9_546nm.tif,/project/hmi_deeplearning/data/AOTF_deadlive_Hali/classification/single_cells,005__Dead____LI_Dead_Hali_032117_250-9_546nm__0027.tif,632.2662964,469.8878174,632,0.832545768,37.45085144,20.7461338,0.553956266,28.3670124,1.352324972,0.785093168,96.76955187,851.0759494,756.1344937,1320.40981,1437.851266,1407.281646,1551.39557,1650.89557,1601.512658,1479.049051,1423.278481,1457.924051,1580.843354,1673.351266,1374.982595,1221.539557,1180.371835,1197.289557,1494.781646,1751.881329,1714.411392,1881.835443,2036.531646,2090.765823,2407.46519,11721.85601,3597.003165,2363.528481,2139.450949,1942.381329,1759.44462,1770.183544,2020.302215,1982.935127,1625.136076,2643.44462,3283.561709,5886.954114,6198.052215,6132.759494,5458.925633,4847.007911,4328.925633,3895.552215,3539.865506,3340.333861,3251.68038,3152.575949,3062.102848,2934.933544,2779.098101,2452.731013,2303.72943,2117.161392,1819.65981,1758.761076,1806.265823,1675.080696,1501.473101,1487.488924,1648.620253,1681.558544,1580.762658,1544.259494,1592.677215,1514.844937,1431.776899,1323.058544,1181.21519,1119.666139,1001.420886,890.2199367,827.2737342,767.2325949,731.5253165,719.0933544,709.8101266,697.4588608,694.9003165,694.2642405,700.4509494,688.5617089,667.806962,661.5743671,661.0664557,656.375,657.403481,651.4952532,648.4920886,645.1234177,2,2
